T,X,Y,V,phi,spikes
2432,131.23,-84.133,5.9139,-0.95595,0
2433,131.23,-84.138,5.8569,-0.95919,0
2434,131.23,-84.143,5.8014,-0.96242,0
2435,131.24,-84.147,5.7475,-0.96562,0
2436,131.24,-84.152,5.6952,-0.96878,0
2437,131.24,-84.157,5.6446,-0.9719,0
2438,131.24,-84.161,5.5956,-0.97495,0
2439,131.25,-84.166,5.5484,-0.97793,0
2440,131.25,-84.17,5.5029,-0.98083,0
2441,131.26,-84.175,5.4591,-0.98363,0
2442,131.26,-84.18,5.417,-0.98633,0
2443,131.27,-84.185,5.3765,-0.98892,0
2444,131.28,-84.191,5.3375,-0.99139,0
2445,131.28,-84.197,5.3002,-0.99373,0
2446,131.28,-84.202,5.2643,-0.99593,0
2447,131.28,-84.205,5.2298,-0.998,0
2448,131.28,-84.208,5.1967,-0.99992,0
2449,131.29,-84.211,5.1648,-1.0017,0
2450,131.29,-84.213,5.1341,-1.0033,0
2451,131.29,-84.216,5.1046,-1.0048,1
2452,131.29,-84.219,5.076,-1.0062,1
2453,131.29,-84.222,5.0484,-1.0074,0
2454,131.29,-84.224,5.0217,-1.0084,0
2455,131.3,-84.227,4.9958,-1.0093,0
2456,131.3,-84.232,4.9706,-1.0101,1
2457,131.3,-84.236,4.946,-1.0108,0
2458,131.3,-84.24,4.9221,-1.0114,0
2459,131.31,-84.245,4.8987,-1.0118,0
2460,131.31,-84.249,4.8758,-1.0122,0
2461,131.31,-84.253,4.8533,-1.0125,0
2462,131.31,-84.258,4.8314,-1.0127,0
2463,131.32,-84.262,4.8098,-1.0129,0
2464,131.32,-84.266,4.7887,-1.013,0
2465,131.32,-84.271,4.768,-1.013,0
2466,131.33,-84.275,4.7478,-1.0131,0
2467,131.33,-84.281,4.7281,-1.0131,0
2468,131.33,-84.287,4.709,-1.0132,1
2469,131.34,-84.293,4.6905,-1.0133,0
2470,131.34,-84.299,4.6726,-1.0134,0
2471,131.34,-84.305,4.6555,-1.0136,0
2472,131.35,-84.311,4.6393,-1.0138,0
2473,131.35,-84.317,4.6241,-1.0142,0
2474,131.35,-84.322,4.6099,-1.0146,0
2475,131.36,-84.326,4.597,-1.0152,0
2476,131.36,-84.33,4.5854,-1.0159,0
2477,131.36,-84.334,4.5753,-1.0167,0
2478,131.36,-84.338,4.5669,-1.0177,0
2479,131.36,-84.342,4.5602,-1.0189,0
2480,131.37,-84.346,4.5555,-1.0202,0
2481,131.37,-84.35,4.5529,-1.0218,0
2482,131.37,-84.354,4.5526,-1.0235,0
2483,131.37,-84.358,4.5547,-1.0254,0
2484,131.38,-84.362,4.5594,-1.0276,0
2485,131.38,-84.366,4.5668,-1.03,0
2486,131.38,-84.369,4.5772,-1.0326,0
2487,131.38,-84.372,4.5906,-1.0354,0
2488,131.38,-84.374,4.6072,-1.0384,0
2489,131.38,-84.376,4.6271,-1.0417,0
2490,131.39,-84.379,4.6505,-1.0451,0
2491,131.39,-84.381,4.6774,-1.0487,0
2492,131.39,-84.383,4.708,-1.0525,0
2493,131.39,-84.386,4.7423,-1.0565,0
2494,131.39,-84.388,4.7804,-1.0607,0
2495,131.39,-84.391,4.8224,-1.0649,1
2496,131.4,-84.394,4.8683,-1.0694,0
2497,131.4,-84.399,4.9181,-1.0739,0
2498,131.41,-84.405,4.9719,-1.0785,0
2499,131.41,-84.411,5.0295,-1.0832,0
2500,131.41,-84.417,5.091,-1.0879,0
2501,131.42,-84.423,5.1563,-1.0927,0
2502,131.42,-84.429,5.2253,-1.0974,0
2503,131.42,-84.435,5.2979,-1.1022,0
2504,131.42,-84.44,5.3741,-1.107,0
2505,131.42,-84.443,5.4537,-1.1118,0
2506,131.43,-84.447,5.5365,-1.1165,0
2507,131.43,-84.45,5.6224,-1.1212,0
2508,131.43,-84.453,5.7112,-1.1258,0
2509,131.43,-84.456,5.8027,-1.1303,0
2510,131.43,-84.459,5.8966,-1.1348,0
2511,131.43,-84.463,5.9929,-1.1391,0
2512,131.43,-84.466,6.0912,-1.1434,0
2513,131.44,-84.469,6.1914,-1.1476,0
2514,131.44,-84.473,6.293,-1.1517,0
2515,131.44,-84.48,6.396,-1.1557,0
2516,131.44,-84.487,6.5,-1.1595,0
2517,131.45,-84.493,6.6047,-1.1633,0
2518,131.45,-84.5,6.71,-1.167,0
2519,131.45,-84.507,6.8155,-1.1706,0
2520,131.45,-84.514,6.9209,-1.174,0
2521,131.46,-84.521,7.0261,-1.1774,0
2522,131.46,-84.528,7.1307,-1.1807,0
2523,131.46,-84.535,7.2346,-1.1839,0
2524,131.47,-84.542,7.3374,-1.187,0
2525,131.47,-84.549,7.439,-1.19,0
2526,131.47,-84.556,7.5391,-1.193,0
2527,131.47,-84.563,7.6375,-1.1958,1
2528,131.48,-84.569,7.7341,-1.1986,0
2529,131.48,-84.576,7.8287,-1.2013,0
2530,131.48,-84.584,7.9211,-1.204,0
2531,131.49,-84.596,8.0113,-1.2066,0
2532,131.49,-84.607,8.099,-1.2091,0
2533,131.49,-84.619,8.1842,-1.2116,0
2534,131.5,-84.63,8.2668,-1.214,0
2535,131.5,-84.639,8.3467,-1.2164,0
2536,131.51,-84.648,8.424,-1.2187,0
2537,131.51,-84.656,8.4985,-1.221,0
2538,131.51,-84.665,8.5704,-1.2232,0
2539,131.52,-84.674,8.6396,-1.2254,0
2540,131.52,-84.682,8.7062,-1.2276,0
2541,131.53,-84.691,8.7703,-1.2297,0
2542,131.53,-84.7,8.8319,-1.2318,0
2543,131.53,-84.709,8.8911,-1.2338,0
2544,131.53,-84.717,8.948,-1.2358,0
2545,131.54,-84.726,9.0029,-1.2378,0
2546,131.54,-84.733,9.0558,-1.2397,0
2547,131.54,-84.739,9.1069,-1.2416,0
2548,131.54,-84.746,9.1564,-1.2434,0
2549,131.54,-84.753,9.2044,-1.2452,0
2550,131.55,-84.76,9.2513,-1.247,0
2551,131.55,-84.766,9.2971,-1.2488,0
2552,131.55,-84.773,9.3421,-1.2505,0
2553,131.55,-84.78,9.3865,-1.2522,0
2554,131.55,-84.787,9.4306,-1.2538,0
2555,131.56,-84.794,9.4745,-1.2554,0
2556,131.56,-84.8,9.5186,-1.2569,0
2557,131.56,-84.807,9.5629,-1.2585,0
2558,131.56,-84.814,9.6078,-1.2599,0
2559,131.56,-84.821,9.6534,-1.2614,0
2560,131.57,-84.828,9.7,-1.2628,0
2561,131.57,-84.844,9.7478,-1.2641,0
2562,131.57,-84.859,9.7969,-1.2654,0
2563,131.58,-84.874,9.8476,-1.2667,0
2564,131.58,-84.889,9.9,-1.2679,0
2565,131.59,-84.897,9.9542,-1.2691,0
2566,131.59,-84.904,10.011,-1.2702,0
2567,131.59,-84.911,10.069,-1.2714,0
2568,131.6,-84.918,10.13,-1.2724,0
2569,131.6,-84.925,10.193,-1.2735,0
2570,131.6,-84.932,10.259,-1.2745,0
2571,131.61,-84.939,10.327,-1.2755,0
2572,131.61,-84.947,10.398,-1.2764,0
2573,131.61,-84.958,10.472,-1.2774,0
2574,131.61,-84.968,10.548,-1.2783,0
2575,131.62,-84.979,10.627,-1.2792,0
2576,131.62,-84.989,10.709,-1.28,0
2577,131.62,-85,10.793,-1.2809,0
2578,131.62,-85.01,10.88,-1.2818,0
2579,131.63,-85.021,10.97,-1.2826,0
2580,131.63,-85.032,11.061,-1.2834,0
2581,131.63,-85.042,11.156,-1.2843,0
2582,131.63,-85.053,11.252,-1.2851,0
2583,131.64,-85.063,11.351,-1.286,0
2584,131.64,-85.075,11.452,-1.2868,0
2585,131.65,-85.092,11.554,-1.2877,0
2586,131.65,-85.109,11.658,-1.2886,0
2587,131.66,-85.126,11.764,-1.2895,0
2588,131.66,-85.143,11.871,-1.2904,0
2589,131.67,-85.16,11.979,-1.2913,0
2590,131.68,-85.177,12.088,-1.2922,0
2591,131.68,-85.193,12.198,-1.2932,0
2592,131.68,-85.208,12.309,-1.2942,0
2593,131.68,-85.215,12.42,-1.2952,0
2594,131.68,-85.222,12.531,-1.2962,0
2595,131.68,-85.229,12.642,-1.2972,0
2596,131.68,-85.236,12.753,-1.2983,0
2597,131.68,-85.243,12.863,-1.2993,0
2598,131.69,-85.25,12.974,-1.3004,0
2599,131.69,-85.257,13.083,-1.3015,0
2600,131.69,-85.264,13.191,-1.3026,0
2601,131.69,-85.271,13.299,-1.3037,0
2602,131.7,-85.28,13.405,-1.3048,0
2603,131.7,-85.293,13.509,-1.306,0
2604,131.7,-85.307,13.613,-1.3071,0
2605,131.71,-85.321,13.714,-1.3082,0
2606,131.71,-85.334,13.814,-1.3093,0
2607,131.72,-85.348,13.911,-1.3104,0
2608,131.72,-85.362,14.007,-1.3114,0
2609,131.72,-85.376,14.101,-1.3125,0
2610,131.73,-85.389,14.192,-1.3135,0
2611,131.73,-85.403,14.281,-1.3144,0
2612,131.74,-85.417,14.368,-1.3154,0
2613,131.74,-85.432,14.452,-1.3163,0
2614,131.75,-85.452,14.534,-1.3171,0
2615,131.75,-85.473,14.614,-1.3179,0
2616,131.76,-85.493,14.691,-1.3186,0
2617,131.76,-85.514,14.765,-1.3192,0
2618,131.77,-85.534,14.838,-1.3198,0
2619,131.77,-85.554,14.907,-1.3202,0
2620,131.78,-85.575,14.975,-1.3206,0
2621,131.78,-85.594,15.04,-1.3209,0
2622,131.78,-85.603,15.102,-1.3211,0
2623,131.79,-85.612,15.163,-1.3212,0
2624,131.79,-85.62,15.221,-1.3212,0
2625,131.79,-85.629,15.277,-1.321,0
2626,131.79,-85.638,15.33,-1.3207,0
2627,131.8,-85.647,15.382,-1.3203,0
2628,131.8,-85.656,15.431,-1.3198,0
2629,131.8,-85.664,15.479,-1.3191,0
2630,131.81,-85.673,15.525,-1.3183,0
2631,131.81,-85.685,15.568,-1.3174,0
2632,131.82,-85.705,15.61,-1.3163,0
2633,131.82,-85.725,15.65,-1.315,0
2634,131.83,-85.745,15.689,-1.3136,0
2635,131.83,-85.765,15.725,-1.3121,0
2636,131.84,-85.786,15.76,-1.3103,0
2637,131.84,-85.806,15.793,-1.3085,0
2638,131.85,-85.826,15.825,-1.3064,0
2639,131.85,-85.846,15.854,-1.3043,0
2640,131.85,-85.865,15.882,-1.3019,0
2641,131.86,-85.881,15.908,-1.2994,0
2642,131.86,-85.897,15.933,-1.2968,0
2643,131.86,-85.913,15.956,-1.294,0
2644,131.87,-85.928,15.977,-1.291,0
2645,131.87,-85.944,15.996,-1.288,0
2646,131.88,-85.96,16.013,-1.2847,0
2647,131.88,-85.976,16.029,-1.2813,0
2648,131.88,-85.991,16.042,-1.2778,0
2649,131.89,-86.007,16.053,-1.2742,0
2650,131.89,-86.023,16.062,-1.2704,0
2651,131.89,-86.037,16.069,-1.2665,0
2652,131.9,-86.045,16.074,-1.2625,0
2653,131.9,-86.053,16.076,-1.2584,0
2654,131.9,-86.061,16.075,-1.2542,0
2655,131.91,-86.069,16.072,-1.2498,0
2656,131.91,-86.077,16.066,-1.2454,0
2657,131.91,-86.084,16.057,-1.2409,0
2658,131.91,-86.092,16.045,-1.2362,0
2659,131.92,-86.1,16.03,-1.2315,0
2660,131.93,-86.108,16.012,-1.2267,0
2661,131.93,-86.118,15.991,-1.2219,0
2662,131.94,-86.14,15.966,-1.2169,0
2663,131.95,-86.162,15.937,-1.2119,0
2664,131.96,-86.184,15.905,-1.2069,0
2665,131.97,-86.205,15.87,-1.2017,0
2666,131.98,-86.227,15.83,-1.1965,0
2667,131.99,-86.249,15.787,-1.1913,0
2668,131.99,-86.27,15.74,-1.186,0
2669,132,-86.291,15.689,-1.1807,0
2670,132.01,-86.305,15.634,-1.1753,0
2671,132.01,-86.32,15.576,-1.1699,0
2672,132.02,-86.334,15.513,-1.1644,0
2673,132.03,-86.348,15.447,-1.1589,0
2674,132.03,-86.363,15.377,-1.1534,0
2675,132.04,-86.377,15.304,-1.1478,0
2676,132.05,-86.391,15.226,-1.1422,0
2677,132.05,-86.406,15.146,-1.1366,0
2678,132.06,-86.42,15.062,-1.131,0
2679,132.06,-86.435,14.975,-1.1253,0
2680,132.07,-86.449,14.884,-1.1196,0
2681,132.08,-86.461,14.791,-1.1139,0
2682,132.08,-86.474,14.695,-1.1082,0
2683,132.09,-86.486,14.596,-1.1025,0
2684,132.09,-86.499,14.496,-1.0968,0
2685,132.1,-86.511,14.392,-1.091,0
2686,132.11,-86.524,14.287,-1.0853,0
2687,132.11,-86.536,14.181,-1.0796,0
2688,132.12,-86.549,14.073,-1.0739,0
2689,132.12,-86.561,13.963,-1.0682,0
2690,132.13,-86.574,13.853,-1.0625,0
2691,132.14,-86.586,13.741,-1.0568,0
2692,132.14,-86.598,13.63,-1.0512,0
2693,132.15,-86.607,13.518,-1.0456,0
2694,132.15,-86.616,13.406,-1.0401,0
2695,132.16,-86.625,13.294,-1.0346,0
2696,132.17,-86.634,13.182,-1.0292,0
2697,132.17,-86.643,13.071,-1.0238,0
2698,132.18,-86.652,12.961,-1.0185,0
2699,132.19,-86.662,12.852,-1.0133,0
2700,132.2,-86.675,12.744,-1.0082,0
2701,132.21,-86.687,12.638,-1.0032,0
2702,132.21,-86.7,12.533,-0.99835,0
2703,132.22,-86.713,12.43,-0.99359,0
2704,132.23,-86.725,12.328,-0.98896,0
2705,132.24,-86.738,12.228,-0.98447,0
2706,132.25,-86.751,12.13,-0.98012,0
2707,132.26,-86.763,12.034,-0.97594,0
2708,132.26,-86.776,11.941,-0.97191,0
2709,132.26,-86.787,11.849,-0.96806,0
2710,132.27,-86.792,11.759,-0.96439,0
2711,132.27,-86.797,11.672,-0.9609,0
2712,132.28,-86.802,11.586,-0.9576,0
2713,132.28,-86.807,11.503,-0.9545,0
2714,132.28,-86.812,11.421,-0.9516,1
2715,132.29,-86.817,11.342,-0.9489,0
2716,132.29,-86.822,11.264,-0.94642,0
2717,132.3,-86.827,11.188,-0.94413,0
2718,132.3,-86.832,11.113,-0.94206,0
2719,132.31,-86.837,11.04,-0.9402,0
2720,132.32,-86.844,10.968,-0.93855,0
2721,132.33,-86.856,10.898,-0.93711,0
2722,132.34,-86.867,10.828,-0.93587,0
2723,132.34,-86.879,10.759,-0.93483,0
2724,132.35,-86.891,10.691,-0.93399,0
2725,132.36,-86.903,10.623,-0.93335,0
2726,132.37,-86.915,10.556,-0.93289,0
2727,132.38,-86.926,10.489,-0.93262,0
2728,132.38,-86.938,10.421,-0.93252,0
2729,132.39,-86.946,10.354,-0.93259,0
2730,132.4,-86.955,10.287,-0.93283,0
2731,132.4,-86.964,10.219,-0.93322,0
2732,132.41,-86.972,10.15,-0.93376,0
2733,132.42,-86.981,10.081,-0.93445,0
2734,132.42,-86.989,10.01,-0.93527,0
2735,132.43,-86.998,9.9393,-0.93621,0
2736,132.44,-87.007,9.8671,-0.93728,0
2737,132.44,-87.015,9.7939,-0.93846,0
2738,132.45,-87.024,9.7194,-0.93975,0
2739,132.45,-87.032,9.6438,-0.94113,0
2740,132.46,-87.04,9.5669,-0.94261,0
2741,132.46,-87.047,9.4887,-0.94417,0
2742,132.47,-87.054,9.4092,-0.94582,0
2743,132.47,-87.061,9.3285,-0.94754,0
2744,132.47,-87.069,9.2466,-0.94932,0
2745,132.48,-87.076,9.1635,-0.95118,0
2746,132.48,-87.083,9.0793,-0.95309,0
2747,132.49,-87.09,8.9941,-0.95506,0
2748,132.49,-87.098,8.908,-0.95708,0
2749,132.5,-87.105,8.8211,-0.95915,0
2750,132.5,-87.112,8.7335,-0.96126,1
2751,132.51,-87.119,8.6453,-0.96342,0
2752,132.51,-87.125,8.5568,-0.96562,0
2753,132.51,-87.13,8.4681,-0.96786,0
2754,132.52,-87.136,8.3794,-0.97013,0
2755,132.52,-87.142,8.2908,-0.97244,0
2756,132.53,-87.147,8.2025,-0.97479,0
2757,132.53,-87.153,8.1147,-0.97716,0
2758,132.54,-87.159,8.0277,-0.97957,1
2759,132.54,-87.167,7.9416,-0.98201,0
2760,132.55,-87.174,7.8565,-0.98448,0
2761,132.55,-87.182,7.7728,-0.98697,0
2762,132.56,-87.189,7.6906,-0.9895,0
2763,132.57,-87.197,7.6101,-0.99205,0
2764,132.57,-87.205,7.5314,-0.99462,0
2765,132.58,-87.212,7.4547,-0.99723,0
2766,132.58,-87.22,7.3803,-0.99985,0
2767,132.59,-87.227,7.3082,-1.0025,0
2768,132.59,-87.235,7.2386,-1.0052,0
2769,132.59,-87.239,7.1716,-1.0078,0
2770,132.59,-87.243,7.1074,-1.0105,0
2771,132.6,-87.247,7.0461,-1.0132,0
2772,132.6,-87.251,6.9876,-1.0159,0
2773,132.6,-87.254,6.9322,-1.0186,0
2774,132.6,-87.258,6.8798,-1.0213,0
2775,132.61,-87.262,6.8304,-1.024,0
2776,132.61,-87.265,6.7842,-1.0267,0
2777,132.61,-87.269,6.741,-1.0294,0
2778,132.62,-87.273,6.701,-1.032,0
2779,132.62,-87.278,6.6639,-1.0346,0
2780,132.63,-87.287,6.6298,-1.0372,0
2781,132.63,-87.297,6.5986,-1.0397,0
2782,132.64,-87.307,6.5702,-1.0421,0
2783,132.64,-87.317,6.5445,-1.0445,0
2784,132.65,-87.327,6.5215,-1.0469,0
2785,132.65,-87.337,6.5008,-1.0491,0
2786,132.65,-87.347,6.4826,-1.0513,0
2787,132.65,-87.355,6.4665,-1.0534,0
2788,132.65,-87.355,6.4525,-1.0554,0
2789,132.65,-87.355,6.4404,-1.0574,0
2790,132.65,-87.355,6.4301,-1.0592,0
2791,132.65,-87.355,6.4214,-1.0609,0
2792,132.65,-87.355,6.4141,-1.0624,0
2793,132.65,-87.355,6.408,-1.0639,0
2794,132.65,-87.355,6.4031,-1.0652,0
2795,132.65,-87.355,6.3991,-1.0665,0
2796,132.65,-87.355,6.3959,-1.0676,0
2797,132.66,-87.355,6.3933,-1.0685,0
2798,132.67,-87.356,6.3913,-1.0693,0
2799,132.67,-87.366,6.3896,-1.07,0
2800,132.68,-87.375,6.3881,-1.0706,0
2801,132.68,-87.385,6.3868,-1.071,0
2802,132.69,-87.395,6.3856,-1.0713,0
2803,132.69,-87.404,6.3842,-1.0715,0
2804,132.7,-87.414,6.3828,-1.0715,0
2805,132.71,-87.423,6.3812,-1.0713,0
2806,132.71,-87.433,6.3794,-1.0711,0
2807,132.72,-87.442,6.3774,-1.0707,0
2808,132.72,-87.451,6.3752,-1.0702,0
2809,132.72,-87.459,6.3728,-1.0695,0
2810,132.73,-87.467,6.3702,-1.0687,0
2811,132.73,-87.475,6.3675,-1.0678,0
2812,132.73,-87.483,6.3647,-1.0668,0
2813,132.74,-87.491,6.3619,-1.0657,0
2814,132.74,-87.499,6.3591,-1.0645,0
2815,132.74,-87.506,6.3566,-1.0632,0
2816,132.75,-87.514,6.3543,-1.0618,0
2817,132.75,-87.519,6.3523,-1.0603,0
2818,132.75,-87.524,6.3509,-1.0587,0
2819,132.75,-87.529,6.3501,-1.057,0
2820,132.76,-87.534,6.3501,-1.0553,0
2821,132.76,-87.539,6.351,-1.0536,0
2822,132.76,-87.544,6.3529,-1.0518,0
2823,132.76,-87.549,6.3559,-1.05,0
2824,132.77,-87.554,6.3602,-1.0481,0
2825,132.77,-87.559,6.366,-1.0463,0
2826,132.77,-87.564,6.3732,-1.0444,0
2827,132.77,-87.569,6.3821,-1.0426,0
2828,132.78,-87.572,6.3927,-1.0408,0
2829,132.78,-87.576,6.4051,-1.039,0
2830,132.78,-87.579,6.4195,-1.0372,0
2831,132.78,-87.583,6.4357,-1.0355,0
2832,132.79,-87.586,6.454,-1.0339,0
2833,132.79,-87.59,6.4743,-1.0323,0
2834,132.79,-87.593,6.4966,-1.0308,0
2835,132.79,-87.596,6.5209,-1.0293,0
2836,132.8,-87.6,6.5472,-1.028,0
2837,132.8,-87.603,6.5755,-1.0267,0
2838,132.8,-87.607,6.6056,-1.0255,0
2839,132.81,-87.61,6.6376,-1.0244,0
2840,132.81,-87.614,6.6712,-1.0234,0
2841,132.81,-87.617,6.7064,-1.0225,0
2842,132.81,-87.62,6.743,-1.0217,0
2843,132.82,-87.624,6.7809,-1.021,0
2844,132.82,-87.632,6.8198,-1.0204,0
2845,132.82,-87.64,6.8596,-1.0198,0
2846,132.83,-87.647,6.9,-1.0193,0
2847,132.83,-87.655,6.9409,-1.0189,0
2848,132.84,-87.662,6.9819,-1.0186,0
2849,132.84,-87.669,7.0228,-1.0183,0
2850,132.85,-87.677,7.0633,-1.018,0
2851,132.85,-87.684,7.1032,-1.0178,0
2852,132.85,-87.691,7.1421,-1.0177,0
2853,132.86,-87.698,7.1797,-1.0175,0
2854,132.86,-87.706,7.2159,-1.0174,0
2855,132.87,-87.713,7.2501,-1.0173,0
2856,132.87,-87.72,7.2822,-1.0172,0
2857,132.88,-87.727,7.3119,-1.017,0
2858,132.88,-87.734,7.3388,-1.0169,0
2859,132.88,-87.74,7.3627,-1.0167,0
2860,132.89,-87.747,7.3832,-1.0165,0
2861,132.89,-87.753,7.4001,-1.0162,0
2862,132.89,-87.76,7.4131,-1.0158,0
2863,132.9,-87.766,7.4221,-1.0154,0
2864,132.9,-87.772,7.4266,-1.0149,0
2865,132.91,-87.779,7.4267,-1.0142,0
2866,132.91,-87.785,7.4219,-1.0135,0
2867,132.91,-87.792,7.4122,-1.0126,0
2868,132.92,-87.798,7.3975,-1.0117,0
2869,132.92,-87.804,7.3776,-1.0105,0
2870,132.93,-87.81,7.3523,-1.0092,0
2871,132.93,-87.815,7.3218,-1.0078,0
2872,132.93,-87.821,7.2858,-1.0061,0
2873,132.94,-87.827,7.2444,-1.0042,0
2874,132.94,-87.832,7.1975,-1.0021,0
2875,132.95,-87.838,7.1453,-0.9998,0
2876,132.95,-87.845,7.0879,-0.99722,0
2877,132.95,-87.851,7.0252,-0.99437,0
2878,132.96,-87.857,6.9574,-0.99122,0
2879,132.96,-87.864,6.8847,-0.98775,0
2880,132.97,-87.87,6.8073,-0.98395,0
2881,132.97,-87.877,6.7254,-0.97979,0
2882,132.97,-87.883,6.6392,-0.97524,0
2883,132.98,-87.89,6.5491,-0.97028,0
2884,132.98,-87.896,6.4552,-0.96487,0
2885,132.98,-87.903,6.3579,-0.959,0
2886,132.99,-87.909,6.2575,-0.95262,0
2887,132.99,-87.912,6.1544,-0.9457,0
2888,132.99,-87.916,6.0491,-0.93822,0
2889,133,-87.92,5.9418,-0.93014,0
2890,133,-87.923,5.833,-0.92141,0
2891,133,-87.927,5.7231,-0.91201,0
2892,133,-87.931,5.6126,-0.90189,0
2893,133.01,-87.934,5.5019,-0.89102,0
2894,133.01,-87.938,5.3915,-0.87937,0
2895,133.01,-87.942,5.2818,-0.86689,0
2896,133.02,-87.945,5.1734,-0.85355,0
2897,133.02,-87.949,5.0666,-0.83932,0
2898,133.02,-87.953,4.962,-0.82417,0
2899,133.02,-87.956,4.86,-0.80809,0
2900,133.03,-87.96,4.7611,-0.79106,0
2901,133.04,-87.964,4.6658,-0.77306,0
2902,133.04,-87.968,4.5744,-0.75411,0
2903,133.05,-87.971,4.4873,-0.73421,0
2904,133.05,-87.975,4.4051,-0.71339,0
2905,133.06,-87.979,4.328,-0.69168,0
2906,133.06,-87.98,4.2564,-0.66913,0
2907,133.06,-87.982,4.1906,-0.64581,0
2908,133.07,-87.983,4.1308,-0.6218,0
2909,133.07,-87.985,4.0773,-0.59719,0
2910,133.07,-87.986,4.0302,-0.57207,0
2911,133.07,-87.988,3.9897,-0.54658,0
2912,133.08,-87.989,3.9558,-0.52083,0
2913,133.08,-87.991,3.9285,-0.49495,0
2914,133.08,-87.992,3.9078,-0.46908,0
2915,133.08,-87.994,3.8936,-0.44334,0
2916,133.09,-87.995,3.8857,-0.41786,0
2917,133.09,-87.995,3.884,-0.39277,1
2918,133.1,-87.996,3.8883,-0.36817,0
2919,133.1,-87.996,3.8982,-0.34417,0
2920,133.1,-87.997,3.9134,-0.32086,0
2921,133.11,-87.998,3.9337,-0.29829,0
2922,133.11,-87.998,3.9586,-0.27653,0
2923,133.11,-87.999,3.9879,-0.25562,0
2924,133.12,-87.999,4.0211,-0.23558,0
2925,133.12,-88,4.0578,-0.21643,0
2926,133.13,-88,4.0977,-0.19817,0
2927,133.13,-88.001,4.1404,-0.18078,0
2928,133.13,-88.001,4.1855,-0.16424,0
2929,133.14,-88.002,4.2327,-0.14853,0
2930,133.14,-88.002,4.2815,-0.13362,0
2931,133.14,-88.003,4.3316,-0.11945,0
2932,133.15,-88.005,4.3827,-0.10599,0
2933,133.15,-88.007,4.4344,-0.093188,1
2934,133.16,-88.009,4.4864,-0.080998,0
2935,133.16,-88.011,4.5385,-0.069371,0
2936,133.16,-88.011,4.5902,-0.058258,0
2937,133.17,-88.012,4.6415,-0.047611,0
2938,133.17,-88.013,4.6919,-0.037384,0
2939,133.18,-88.014,4.7412,-0.027532,0
2940,133.18,-88.015,4.7892,-0.018012,0
2941,133.19,-88.015,4.8358,-0.0087832,0
2942,133.19,-88.016,4.8806,0.00019219,0
2943,133.19,-88.017,4.9236,0.00895,0
2944,133.2,-88.018,4.9645,0.017523,0
2945,133.21,-88.018,5.0032,0.025943,0
2946,133.21,-88.018,5.0396,0.034235,0
2947,133.22,-88.017,5.0735,0.042426,0
2948,133.22,-88.017,5.1049,0.050538,0
2949,133.23,-88.016,5.1337,0.05859,0
2950,133.23,-88.016,5.1598,0.066599,0
2951,133.24,-88.015,5.1831,0.074581,0
2952,133.25,-88.015,5.2037,0.082548,0
2953,133.25,-88.014,5.2215,0.09051,0
2954,133.26,-88.014,5.2365,0.098474,0
2955,133.26,-88.013,5.2487,0.10645,0
2956,133.27,-88.013,5.2581,0.11443,0
2957,133.27,-88.012,5.2648,0.12242,0
2958,133.28,-88.012,5.2688,0.13043,0
2959,133.29,-88.011,5.2702,0.13844,0
2960,133.29,-88.01,5.269,0.14646,0
2961,133.3,-88.008,5.2653,0.15448,0
2962,133.31,-88.007,5.2592,0.16248,0
2963,133.31,-88.005,5.2508,0.17047,0
2964,133.32,-88.003,5.2402,0.17842,0
2965,133.32,-88.001,5.2275,0.18632,0
2966,133.33,-88,5.2127,0.19416,0
2967,133.33,-87.998,5.1961,0.20192,0
2968,133.34,-87.997,5.1777,0.20959,0
2969,133.34,-87.995,5.1576,0.21715,0
2970,133.35,-87.994,5.1359,0.22457,0
2971,133.35,-87.993,5.1129,0.23184,1
2972,133.36,-87.991,5.0885,0.23893,0
2973,133.36,-87.99,5.0629,0.24583,0
2974,133.37,-87.988,5.0362,0.25252,0
2975,133.37,-87.987,5.0086,0.25896,0
2976,133.37,-87.986,4.9801,0.26514,1
2977,133.38,-87.985,4.9509,0.27103,0
2978,133.38,-87.984,4.921,0.27662,0
2979,133.38,-87.983,4.8907,0.28189,0
2980,133.38,-87.981,4.8599,0.2868,0
2981,133.39,-87.98,4.8289,0.29135,0
2982,133.39,-87.979,4.7976,0.29551,0
2983,133.39,-87.978,4.7663,0.29928,0
2984,133.4,-87.977,4.7349,0.30262,0
2985,133.4,-87.976,4.7037,0.30553,0
2986,133.4,-87.975,4.6728,0.30799,0
2987,133.4,-87.974,4.6421,0.31,0
2988,133.41,-87.973,4.6119,0.31155,0
2989,133.41,-87.972,4.5822,0.31263,0
2990,133.42,-87.971,4.5531,0.31323,0
2991,133.43,-87.969,4.5248,0.31337,0
2992,133.43,-87.967,4.4973,0.31303,0
2993,133.44,-87.965,4.4707,0.31223,0
2994,133.45,-87.963,4.4452,0.31098,0
2995,133.45,-87.962,4.4208,0.30928,0
2996,133.46,-87.96,4.3976,0.30715,0
2997,133.46,-87.958,4.3757,0.30461,0
2998,133.47,-87.957,4.3553,0.30168,0
2999,133.48,-87.955,4.3364,0.29839,0
3000,133.48,-87.954,4.3191,0.29476,0
3001,133.49,-87.952,4.3036,0.29082,0
3002,133.49,-87.95,4.2898,0.2866,0
3003,133.49,-87.949,4.2779,0.28214,0
