T,X,Y,V,phi,spikes
1868,131.83,-81.683,9.0483,-2.73,0
1869,131.83,-81.686,8.9656,-2.7215,0
1870,131.82,-81.688,8.8837,-2.7128,0
1871,131.82,-81.69,8.803,-2.704,0
1872,131.81,-81.693,8.7236,-2.6949,0
1873,131.81,-81.695,8.6456,-2.6858,0
1874,131.8,-81.697,8.5692,-2.6764,0
1875,131.79,-81.7,8.4945,-2.667,0
1876,131.79,-81.702,8.4217,-2.6574,0
1877,131.78,-81.705,8.3508,-2.6477,0
1878,131.77,-81.708,8.2819,-2.638,0
1879,131.76,-81.712,8.2151,-2.6281,0
1880,131.75,-81.717,8.1504,-2.6182,0
1881,131.75,-81.722,8.0879,-2.6082,0
1882,131.74,-81.726,8.0277,-2.5982,0
1883,131.73,-81.731,7.9696,-2.5881,0
1884,131.72,-81.736,7.9138,-2.578,0
1885,131.71,-81.74,7.8602,-2.568,0
1886,131.7,-81.745,7.8088,-2.558,0
1887,131.7,-81.75,7.7596,-2.5479,0
1888,131.69,-81.755,7.7126,-2.538,0
1889,131.68,-81.761,7.6676,-2.5281,0
1890,131.67,-81.767,7.6247,-2.5183,0
1891,131.66,-81.773,7.5838,-2.5085,0
1892,131.66,-81.779,7.5448,-2.4989,0
1893,131.65,-81.785,7.5077,-2.4893,0
1894,131.64,-81.791,7.4724,-2.4799,0
1895,131.63,-81.797,7.4388,-2.4706,0
1896,131.63,-81.803,7.4069,-2.4615,0
1897,131.63,-81.809,7.3765,-2.4525,0
1898,131.62,-81.813,7.3478,-2.4436,0
1899,131.62,-81.817,7.3204,-2.435,0
1900,131.61,-81.82,7.2945,-2.4264,1
1901,131.61,-81.824,7.2699,-2.4181,0
1902,131.61,-81.828,7.2466,-2.41,0
1903,131.6,-81.831,7.2246,-2.402,0
1904,131.6,-81.835,7.2037,-2.3942,0
1905,131.59,-81.839,7.1841,-2.3867,0
1906,131.59,-81.843,7.1655,-2.3793,0
1907,131.59,-81.846,7.148,-2.3721,0
1908,131.58,-81.85,7.1316,-2.3652,0
1909,131.58,-81.854,7.1163,-2.3584,0
1910,131.58,-81.858,7.102,-2.3519,0
1911,131.57,-81.861,7.0887,-2.3456,0
1912,131.56,-81.865,7.0766,-2.3396,0
1913,131.56,-81.871,7.0655,-2.3337,0
1914,131.55,-81.877,7.0554,-2.3281,0
1915,131.54,-81.882,7.0465,-2.3227,0
1916,131.54,-81.888,7.0388,-2.3176,0
1917,131.53,-81.894,7.0322,-2.3127,0
1918,131.53,-81.901,7.0268,-2.308,0
1919,131.52,-81.907,7.0228,-2.3036,0
1920,131.51,-81.914,7.02,-2.2994,0
1921,131.51,-81.92,7.0186,-2.2954,0
1922,131.5,-81.927,7.0186,-2.2917,0
1923,131.5,-81.933,7.0202,-2.2882,0
1924,131.49,-81.94,7.0233,-2.285,0
1925,131.49,-81.946,7.028,-2.282,0
1926,131.48,-81.952,7.0345,-2.2793,0
1927,131.48,-81.956,7.0427,-2.2768,0
1928,131.48,-81.96,7.0527,-2.2745,0
1929,131.48,-81.964,7.0647,-2.2724,0
1930,131.47,-81.968,7.0787,-2.2706,0
1931,131.47,-81.972,7.0946,-2.2689,0
1932,131.47,-81.976,7.1127,-2.2675,0
1933,131.46,-81.98,7.133,-2.2663,0
1934,131.46,-81.984,7.1555,-2.2653,0
1935,131.46,-81.988,7.1803,-2.2645,0
1936,131.45,-81.992,7.2074,-2.2638,0
1937,131.45,-81.999,7.2369,-2.2633,0
1938,131.44,-82.006,7.2689,-2.263,0
1939,131.44,-82.013,7.3032,-2.2628,0
1940,131.43,-82.02,7.3401,-2.2627,0
1941,131.43,-82.027,7.3795,-2.2628,0
1942,131.42,-82.034,7.4213,-2.2629,0
1943,131.42,-82.041,7.4657,-2.2632,0
1944,131.41,-82.048,7.5127,-2.2635,0
1945,131.41,-82.055,7.5621,-2.2639,0
1946,131.4,-82.062,7.6141,-2.2644,0
1947,131.39,-82.068,7.6686,-2.2649,0
1948,131.39,-82.075,7.7255,-2.2654,0
1949,131.38,-82.081,7.7848,-2.266,0
1950,131.37,-82.087,7.8465,-2.2665,0
1951,131.37,-82.094,7.9106,-2.2671,0
1952,131.36,-82.1,7.9769,-2.2676,0
1953,131.36,-82.107,8.0453,-2.2682,0
1954,131.35,-82.113,8.1159,-2.2686,0
1955,131.35,-82.12,8.1886,-2.2691,0
1956,131.34,-82.126,8.2631,-2.2695,0
1957,131.34,-82.13,8.3395,-2.2698,0
1958,131.34,-82.134,8.4177,-2.2701,0
1959,131.33,-82.138,8.4974,-2.2704,0
1960,131.33,-82.142,8.5787,-2.2705,0
1961,131.33,-82.146,8.6613,-2.2706,0
1962,131.33,-82.15,8.7452,-2.2706,0
1963,131.32,-82.154,8.8301,-2.2706,0
1964,131.32,-82.158,8.916,-2.2705,0
1965,131.31,-82.162,9.0026,-2.2703,0
1966,131.3,-82.167,9.0898,-2.27,0
1967,131.29,-82.178,9.1775,-2.2697,0
1968,131.28,-82.189,9.2654,-2.2693,0
1969,131.28,-82.199,9.3534,-2.2688,0
1970,131.27,-82.21,9.4413,-2.2683,0
1971,131.26,-82.221,9.5289,-2.2677,0
1972,131.25,-82.232,9.6159,-2.2671,0
1973,131.24,-82.243,9.7022,-2.2664,0
1974,131.24,-82.253,9.7876,-2.2657,0
1975,131.23,-82.261,9.8719,-2.2649,0
1976,131.22,-82.269,9.9549,-2.2641,0
1977,131.22,-82.277,10.036,-2.2633,0
1978,131.21,-82.285,10.116,-2.2625,0
1979,131.2,-82.292,10.193,-2.2617,0
1980,131.2,-82.3,10.269,-2.2608,0
1981,131.19,-82.308,10.342,-2.26,0
1982,131.18,-82.316,10.412,-2.2591,0
1983,131.18,-82.324,10.479,-2.2583,0
1984,131.17,-82.332,10.543,-2.2575,0
1985,131.17,-82.34,10.604,-2.2567,0
1986,131.17,-82.345,10.661,-2.2559,0
1987,131.16,-82.351,10.714,-2.2552,0
1988,131.16,-82.356,10.763,-2.2545,0
1989,131.15,-82.362,10.808,-2.2539,0
1990,131.15,-82.367,10.848,-2.2533,0
1991,131.14,-82.373,10.884,-2.2527,0
1992,131.14,-82.378,10.915,-2.2522,0
1993,131.14,-82.384,10.94,-2.2518,0
1994,131.13,-82.389,10.96,-2.2514,0
1995,131.12,-82.396,10.975,-2.2511,0
1996,131.11,-82.406,10.983,-2.2508,0
1997,131.1,-82.417,10.986,-2.2506,0
1998,131.09,-82.428,10.983,-2.2505,0
1999,131.08,-82.438,10.974,-2.2504,0
2000,131.07,-82.449,10.958,-2.2504,0
2001,131.06,-82.459,10.936,-2.2505,0
2002,131.05,-82.47,10.907,-2.2506,0
2003,131.04,-82.48,10.872,-2.2509,0
2004,131.04,-82.491,10.83,-2.2511,0
2005,131.03,-82.5,10.781,-2.2515,0
2006,131.02,-82.509,10.725,-2.2519,0
2007,131.02,-82.519,10.662,-2.2524,0
2008,131.01,-82.528,10.593,-2.2529,0
2009,131.01,-82.537,10.516,-2.2536,0
2010,131,-82.546,10.433,-2.2542,0
2011,130.99,-82.556,10.343,-2.2549,0
2012,130.99,-82.565,10.246,-2.2557,0
2013,130.98,-82.574,10.143,-2.2566,0
2014,130.97,-82.584,10.033,-2.2574,0
2015,130.97,-82.592,9.9165,-2.2583,0
2016,130.97,-82.598,9.7939,-2.2593,0
2017,130.96,-82.603,9.6651,-2.2603,0
2018,130.96,-82.608,9.5304,-2.2613,0
2019,130.95,-82.613,9.39,-2.2623,0
2020,130.95,-82.619,9.244,-2.2634,0
2021,130.94,-82.624,9.0927,-2.2644,0
2022,130.94,-82.629,8.9364,-2.2655,0
2023,130.93,-82.634,8.7752,-2.2666,0
2024,130.93,-82.64,8.6095,-2.2676,0
2025,130.92,-82.645,8.4396,-2.2687,0
2026,130.92,-82.65,8.2657,-2.2697,0
2027,130.91,-82.655,8.0881,-2.2707,0
2028,130.91,-82.661,7.9071,-2.2716,0
2029,130.9,-82.666,7.7232,-2.2725,0
2030,130.89,-82.672,7.5365,-2.2733,0
2031,130.89,-82.679,7.3475,-2.2741,0
2032,130.88,-82.687,7.1565,-2.2747,0
2033,130.88,-82.694,6.9638,-2.2753,0
2034,130.87,-82.702,6.7697,-2.2758,0
2035,130.86,-82.707,6.5747,-2.2762,0
2036,130.86,-82.713,6.3791,-2.2764,0
2037,130.85,-82.718,6.1831,-2.2765,0
2038,130.85,-82.723,5.9872,-2.2764,0
2039,130.84,-82.729,5.7917,-2.2761,0
2040,130.84,-82.734,5.597,-2.2757,0
2041,130.83,-82.74,5.4032,-2.2751,0
2042,130.83,-82.745,5.2109,-2.2742,0
2043,130.82,-82.75,5.0202,-2.2731,0
2044,130.82,-82.756,4.8314,-2.2718,0
2045,130.82,-82.758,4.6449,-2.2701,0
2046,130.82,-82.759,4.461,-2.2682,0
2047,130.82,-82.76,4.2798,-2.266,0
2048,130.82,-82.761,4.1017,-2.2634,0
2049,130.82,-82.762,3.9268,-2.2605,0
2050,130.82,-82.763,3.7555,-2.2572,0
2051,130.81,-82.764,3.5877,-2.2535,0
2052,130.81,-82.765,3.4239,-2.2494,0
2053,130.81,-82.767,3.264,-2.2448,0
2054,130.81,-82.768,3.1084,-2.2398,0
2055,130.81,-82.769,2.957,-2.2343,0
2056,130.81,-82.77,2.81,-2.2283,0
2057,130.81,-82.771,2.6676,-2.2217,0
2058,130.81,-82.772,2.5297,-2.2147,0
2059,130.8,-82.773,2.3964,-2.207,0
2060,130.8,-82.777,2.2678,-2.1988,0
2061,130.8,-82.781,2.144,-2.1901,1
2062,130.79,-82.785,2.0248,-2.1807,0
2063,130.79,-82.789,1.9103,-2.1708,0
2064,130.79,-82.79,1.8005,-2.1603,0
2065,130.79,-82.791,1.6953,-2.1492,0
2066,130.79,-82.792,1.5947,-2.1376,0
2067,130.79,-82.792,1.4986,-2.1254,0
2068,130.79,-82.793,1.407,-2.1128,0
2069,130.79,-82.794,1.3197,-2.0998,0
2070,130.79,-82.795,1.2366,-2.0863,0
2071,130.79,-82.796,1.1576,-2.0726,0
2072,130.79,-82.797,1.0827,-2.0587,0
2073,130.79,-82.798,1.0117,-2.0447,0
2074,130.79,-82.799,0.94435,-2.0308,0
2075,130.79,-82.8,0.88066,-2.017,0
2076,130.79,-82.801,0.82046,-2.0037,0
2077,130.79,-82.802,0.76361,-1.9909,0
2078,130.79,-82.803,0.70998,-1.979,0
2079,130.79,-82.804,0.65947,-1.9682,0
2080,130.79,-82.805,0.61195,-1.9589,0
2081,130.79,-82.805,0.56732,-1.9514,0
2082,130.79,-82.806,0.52552,-1.9461,0
2083,130.79,-82.807,0.48647,-1.9436,0
2084,130.79,-82.808,0.45013,-1.9444,0
2085,130.79,-82.808,0.41649,-1.9491,0
2086,130.78,-82.809,0.38556,-1.9584,0
2087,130.78,-82.81,0.35738,-1.9729,0
2088,130.78,-82.81,0.33203,-1.9932,0
2089,130.78,-82.811,0.30963,-2.0199,0
2090,130.78,-82.812,0.29031,-2.0533,0
2091,130.78,-82.812,0.27423,-2.093,0
2092,130.78,-82.813,0.26155,-2.1385,0
2093,130.78,-82.813,0.25242,-2.1882,0
2094,130.78,-82.813,0.24691,-2.2401,0
2095,130.78,-82.813,0.24505,-2.2914,0
2096,130.78,-82.814,0.2468,-2.3396,0
2097,130.78,-82.814,0.25204,-2.3821,0
2098,130.78,-82.814,0.26061,-2.4172,0
2099,130.78,-82.815,0.27236,-2.4437,0
2100,130.78,-82.815,0.28715,-2.4613,0
2101,130.78,-82.815,0.3049,-2.4703,0
2102,130.78,-82.815,0.32556,-2.4713,0
2103,130.78,-82.816,0.34916,-2.4655,0
2104,130.78,-82.816,0.37575,-2.4537,0
2105,130.78,-82.816,0.40544,-2.4371,0
2106,130.78,-82.816,0.43837,-2.4167,0
2107,130.78,-82.817,0.47469,-2.3935,0
2108,130.78,-82.817,0.51455,-2.3682,0
2109,130.78,-82.817,0.55811,-2.3416,0
2110,130.78,-82.817,0.60554,-2.3143,0
2111,130.78,-82.818,0.65698,-2.2867,0
2112,130.78,-82.818,0.71255,-2.2593,0
2113,130.78,-82.818,0.77237,-2.2323,0
2114,130.78,-82.818,0.83653,-2.2059,0
2115,130.78,-82.819,0.9051,-2.1804,1
2116,130.78,-82.819,0.97813,-2.1558,0
2117,130.78,-82.819,1.0557,-2.1322,0
2118,130.78,-82.82,1.1377,-2.1097,0
2119,130.78,-82.82,1.2242,-2.0882,0
2120,130.78,-82.82,1.3151,-2.0677,0
2121,130.78,-82.821,1.4105,-2.0482,0
2122,130.78,-82.823,1.5101,-2.0298,0
2123,130.78,-82.825,1.6139,-2.0122,0
2124,130.77,-82.827,1.7218,-1.9956,0
2125,130.77,-82.829,1.8335,-1.9799,0
2126,130.77,-82.831,1.9491,-1.9649,0
2127,130.77,-82.834,2.0682,-1.9508,0
2128,130.77,-82.836,2.1906,-1.9374,0
2129,130.77,-82.838,2.3162,-1.9246,0
2130,130.77,-82.84,2.4446,-1.9125,0
2131,130.77,-82.842,2.5757,-1.901,0
2132,130.77,-82.844,2.7091,-1.89,0
2133,130.77,-82.846,2.8446,-1.8796,0
2134,130.77,-82.847,2.9818,-1.8697,0
2135,130.77,-82.849,3.1205,-1.8602,0
2136,130.77,-82.85,3.2602,-1.8512,0
2137,130.77,-82.852,3.4007,-1.8426,0
2138,130.77,-82.853,3.5416,-1.8344,0
2139,130.77,-82.854,3.6825,-1.8265,0
2140,130.77,-82.856,3.823,-1.819,0
2141,130.77,-82.857,3.9629,-1.8118,0
2142,130.76,-82.859,4.1017,-1.8049,0
2143,130.76,-82.862,4.239,-1.7983,0
2144,130.76,-82.871,4.3744,-1.792,0
2145,130.76,-82.88,4.5076,-1.7859,0
2146,130.76,-82.889,4.6382,-1.7801,0
2147,130.75,-82.898,4.7659,-1.7745,0
2148,130.75,-82.907,4.8901,-1.7691,0
2149,130.75,-82.916,5.0107,-1.7639,0
2150,130.75,-82.924,5.1271,-1.7589,0
2151,130.75,-82.929,5.2392,-1.7541,0
2152,130.75,-82.935,5.3466,-1.7495,0
2153,130.75,-82.94,5.4489,-1.7451,0
2154,130.74,-82.945,5.5459,-1.7408,0
2155,130.74,-82.95,5.6373,-1.7368,0
2156,130.74,-82.956,5.7227,-1.7328,0
2157,130.74,-82.961,5.8021,-1.729,0
2158,130.74,-82.966,5.875,-1.7254,0
2159,130.74,-82.971,5.9414,-1.7219,0
2160,130.74,-82.977,6.0011,-1.7186,0
2161,130.74,-82.982,6.0538,-1.7154,0
2162,130.74,-82.987,6.0995,-1.7124,0
2163,130.74,-82.99,6.138,-1.7094,0
2164,130.74,-82.993,6.1692,-1.7066,0
2165,130.74,-82.996,6.1931,-1.704,0
2166,130.74,-82.999,6.2096,-1.7015,0
2167,130.74,-83.003,6.2187,-1.6991,0
2168,130.74,-83.006,6.2204,-1.6968,0
2169,130.74,-83.009,6.2147,-1.6946,0
2170,130.74,-83.012,6.2018,-1.6926,0
2171,130.74,-83.015,6.1816,-1.6907,0
2172,130.73,-83.019,6.1543,-1.6889,0
2173,130.73,-83.028,6.12,-1.6873,0
2174,130.73,-83.037,6.0789,-1.6857,0
2175,130.73,-83.046,6.0311,-1.6843,0
2176,130.73,-83.055,5.9769,-1.683,0
2177,130.73,-83.064,5.9164,-1.6818,0
2178,130.72,-83.073,5.85,-1.6808,0
2179,130.72,-83.082,5.7779,-1.6798,0
2180,130.72,-83.09,5.7003,-1.679,0
2181,130.72,-83.097,5.6175,-1.6783,0
2182,130.72,-83.103,5.53,-1.6777,0
2183,130.72,-83.11,5.4379,-1.6772,0
2184,130.72,-83.116,5.3417,-1.6768,0
2185,130.72,-83.123,5.2416,-1.6765,0
2186,130.72,-83.129,5.1382,-1.6763,0
2187,130.72,-83.136,5.0317,-1.6762,0
2188,130.72,-83.142,4.9225,-1.6762,0
2189,130.72,-83.149,4.8109,-1.6762,0
2190,130.72,-83.155,4.6975,-1.6764,0
2191,130.72,-83.16,4.5826,-1.6766,0
2192,130.72,-83.162,4.4665,-1.6768,0
2193,130.72,-83.163,4.3498,-1.6771,0
2194,130.72,-83.165,4.2326,-1.6774,0
2195,130.72,-83.167,4.1156,-1.6778,0
2196,130.72,-83.168,3.9989,-1.6781,0
2197,130.72,-83.17,3.883,-1.6784,0
2198,130.72,-83.171,3.7683,-1.6787,0
2199,130.72,-83.173,3.6551,-1.6789,0
2200,130.72,-83.175,3.5438,-1.6791,0
2201,130.72,-83.176,3.4346,-1.6791,0
2202,130.72,-83.178,3.3279,-1.6789,0
2203,130.72,-83.179,3.2241,-1.6786,0
2204,130.72,-83.181,3.1233,-1.6781,0
2205,130.72,-83.182,3.0259,-1.6773,0
2206,130.72,-83.185,2.9321,-1.6762,0
2207,130.71,-83.192,2.8421,-1.6749,0
2208,130.71,-83.2,2.7562,-1.6731,0
2209,130.71,-83.208,2.6746,-1.671,0
2210,130.71,-83.215,2.5975,-1.6684,0
2211,130.71,-83.217,2.525,-1.6654,0
2212,130.71,-83.219,2.4573,-1.6618,0
2213,130.71,-83.221,2.3946,-1.6578,0
2214,130.71,-83.222,2.3368,-1.6532,0
2215,130.71,-83.224,2.2842,-1.6481,0
2216,130.71,-83.226,2.2369,-1.6424,0
2217,130.71,-83.228,2.1948,-1.6362,0
2218,130.71,-83.23,2.158,-1.6295,0
2219,130.71,-83.231,2.1266,-1.6224,0
2220,130.71,-83.233,2.1005,-1.6148,0
2221,130.71,-83.234,2.0797,-1.6068,0
2222,130.71,-83.236,2.0643,-1.5985,0
2223,130.71,-83.237,2.054,-1.59,0
2224,130.71,-83.238,2.0489,-1.5813,0
2225,130.71,-83.24,2.0489,-1.5725,0
2226,130.71,-83.241,2.0537,-1.5637,0
2227,130.71,-83.242,2.0635,-1.5549,0
2228,130.71,-83.244,2.0778,-1.5463,0
2229,130.71,-83.245,2.0967,-1.5379,0
2230,130.71,-83.247,2.1199,-1.5297,0
2231,130.71,-83.248,2.1473,-1.5218,0
2232,130.71,-83.249,2.1786,-1.5142,0
2233,130.71,-83.251,2.2137,-1.507,0
2234,130.71,-83.252,2.2523,-1.5001,0
2235,130.71,-83.254,2.2942,-1.4937,0
2236,130.71,-83.255,2.3392,-1.4876,0
2237,130.71,-83.259,2.3871,-1.4819,0
2238,130.71,-83.263,2.4376,-1.4766,0
2239,130.71,-83.267,2.4906,-1.4717,0
2240,130.71,-83.271,2.5457,-1.467,0
2241,130.71,-83.276,2.6028,-1.4627,0
2242,130.71,-83.28,2.6617,-1.4587,0
2243,130.72,-83.285,2.7221,-1.4549,0
2244,130.72,-83.29,2.7838,-1.4513,0
2245,130.72,-83.295,2.8466,-1.448,0
2246,130.72,-83.3,2.9103,-1.4448,0
2247,130.72,-83.305,2.9747,-1.4417,0
2248,130.72,-83.309,3.0396,-1.4388,0
2249,130.72,-83.314,3.1048,-1.4359,0
2250,130.72,-83.318,3.1702,-1.4331,0
2251,130.72,-83.32,3.2355,-1.4303,0
2252,130.72,-83.321,3.3006,-1.4276,0
2253,130.72,-83.323,3.3654,-1.4248,0
2254,130.72,-83.325,3.4297,-1.4219,0
2255,130.72,-83.326,3.4934,-1.419,0
2256,130.72,-83.328,3.5562,-1.416,0
2257,130.72,-83.329,3.6182,-1.4129,0
2258,130.72,-83.331,3.6792,-1.4097,0
2259,130.72,-83.332,3.7391,-1.4064,0
2260,130.72,-83.334,3.7978,-1.4029,0
2261,130.72,-83.338,3.8552,-1.3992,0
2262,130.72,-83.342,3.9112,-1.3954,0
2263,130.72,-83.346,3.9657,-1.3913,0
2264,130.72,-83.35,4.0187,-1.3871,0
2265,130.72,-83.354,4.0702,-1.3826,0
2266,130.72,-83.358,4.1201,-1.378,0
2267,130.72,-83.362,4.1683,-1.3731,0
2268,130.73,-83.366,4.2148,-1.368,0
2269,130.73,-83.372,4.2596,-1.3626,0
2270,130.73,-83.377,4.3028,-1.357,0
2271,130.73,-83.382,4.3442,-1.3512,0
2272,130.73,-83.388,4.3838,-1.3451,0
2273,130.73,-83.393,4.4217,-1.3388,0
2274,130.73,-83.398,4.4579,-1.3322,0
2275,130.73,-83.403,4.4924,-1.3254,0
2276,130.74,-83.409,4.5252,-1.3183,0
2277,130.74,-83.414,4.5564,-1.3111,0
2278,130.74,-83.419,4.5859,-1.3036,0
2279,130.74,-83.425,4.6138,-1.2959,0
2280,130.74,-83.429,4.6401,-1.2879,0
2281,130.74,-83.432,4.6649,-1.2798,0
2282,130.74,-83.434,4.6881,-1.2715,0
2283,130.74,-83.436,4.7099,-1.263,0
2284,130.75,-83.439,4.7303,-1.2543,0
2285,130.75,-83.441,4.7492,-1.2455,0
2286,130.75,-83.443,4.7668,-1.2365,0
2287,130.75,-83.446,4.7831,-1.2274,0
2288,130.75,-83.448,4.798,-1.2182,0
2289,130.75,-83.45,4.8118,-1.2089,0
2290,130.76,-83.454,4.8243,-1.1995,0
2291,130.76,-83.46,4.8356,-1.1901,0
2292,130.76,-83.465,4.8457,-1.1806,0
2293,130.76,-83.471,4.8547,-1.1711,0
2294,130.76,-83.477,4.8626,-1.1616,0
2295,130.76,-83.483,4.8694,-1.1521,0
2296,130.77,-83.489,4.8752,-1.1427,0
2297,130.77,-83.495,4.8799,-1.1333,0
2298,130.77,-83.501,4.8836,-1.124,0
2299,130.77,-83.506,4.8863,-1.1147,0
2300,130.78,-83.511,4.888,-1.1056,0
2301,130.78,-83.516,4.8888,-1.0966,0
2302,130.78,-83.521,4.8886,-1.0877,0
2303,130.78,-83.526,4.8876,-1.079,0
2304,130.79,-83.531,4.8856,-1.0705,0
2305,130.79,-83.536,4.8827,-1.0622,0
2306,130.79,-83.541,4.8791,-1.0541,0
2307,130.79,-83.546,4.8746,-1.0462,0
2308,130.8,-83.551,4.8693,-1.0386,0
2309,130.8,-83.556,4.8633,-1.0312,0
2310,130.8,-83.558,4.8565,-1.0241,0
2311,130.8,-83.56,4.8491,-1.0173,0
2312,130.8,-83.563,4.8411,-1.0108,0
2313,130.8,-83.565,4.8325,-1.0045,0
2314,130.8,-83.567,4.8234,-0.99862,1
2315,130.81,-83.57,4.8138,-0.99302,0
2316,130.81,-83.572,4.8039,-0.98776,0
2317,130.81,-83.574,4.7936,-0.98283,0
2318,130.81,-83.577,4.783,-0.97824,0
2319,130.82,-83.58,4.7723,-0.97399,0
2320,130.82,-83.586,4.7615,-0.97008,0
2321,130.83,-83.592,4.7508,-0.96652,0
2322,130.84,-83.598,4.7401,-0.9633,0
2323,130.84,-83.604,4.7296,-0.96042,0
2324,130.85,-83.609,4.7194,-0.95787,0
2325,130.85,-83.615,4.7096,-0.95566,0
2326,130.85,-83.621,4.7004,-0.95377,0
2327,130.85,-83.627,4.6918,-0.95219,0
2328,130.86,-83.629,4.684,-0.95091,0
2329,130.86,-83.631,4.6772,-0.94993,0
2330,130.86,-83.634,4.6713,-0.94923,0
2331,130.86,-83.636,4.6666,-0.94879,0
2332,130.86,-83.638,4.6632,-0.9486,0
2333,130.86,-83.641,4.6612,-0.94864,0
2334,130.86,-83.643,4.6607,-0.94889,0
2335,130.87,-83.645,4.6618,-0.94933,0
2336,130.87,-83.648,4.6647,-0.94995,1
2337,130.87,-83.65,4.6695,-0.95071,0
2338,130.87,-83.654,4.6763,-0.95159,0
2339,130.88,-83.658,4.6851,-0.95258,0
2340,130.88,-83.662,4.6962,-0.95364,0
2341,130.88,-83.666,4.7095,-0.95476,0
2342,130.88,-83.67,4.7251,-0.95591,0
2343,130.88,-83.674,4.7432,-0.95707,0
2344,130.89,-83.678,4.7638,-0.95821,0
2345,130.89,-83.682,4.7869,-0.95932,0
2346,130.89,-83.686,4.8127,-0.96037,0
2347,130.89,-83.69,4.841,-0.96134,0
2348,130.9,-83.694,4.8721,-0.96221,0
2349,130.9,-83.698,4.9058,-0.96298,0
2350,130.91,-83.704,4.9422,-0.96362,0
2351,130.91,-83.71,4.9813,-0.96412,0
2352,130.91,-83.715,5.023,-0.96448,0
2353,130.92,-83.721,5.0674,-0.96468,0
2354,130.92,-83.726,5.1144,-0.96472,0
2355,130.93,-83.732,5.164,-0.96458,0
2356,130.93,-83.738,5.216,-0.96428,0
2357,130.93,-83.742,5.2705,-0.96381,0
2358,130.94,-83.747,5.3272,-0.96317,0
2359,130.94,-83.751,5.3863,-0.96236,0
2360,130.94,-83.756,5.4474,-0.96139,0
2361,130.95,-83.761,5.5106,-0.96027,0
2362,130.95,-83.765,5.5756,-0.95899,0
2363,130.95,-83.77,5.6423,-0.95757,0
2364,130.96,-83.775,5.7107,-0.95602,0
2365,130.96,-83.779,5.7804,-0.95435,0
2366,130.97,-83.784,5.8514,-0.95257,1
2367,130.97,-83.788,5.9234,-0.95069,0
2368,130.97,-83.793,5.9963,-0.94871,0
2369,130.97,-83.796,6.0699,-0.94666,0
2370,130.97,-83.799,6.144,-0.94455,0
2371,130.97,-83.802,6.2183,-0.94238,0
2372,130.97,-83.805,6.2927,-0.94016,0
2373,130.97,-83.808,6.3668,-0.93792,0
2374,130.98,-83.812,6.4406,-0.93566,0
2375,130.98,-83.815,6.5136,-0.93338,0
2376,130.98,-83.818,6.5858,-0.93111,0
2377,130.99,-83.821,6.6569,-0.92885,0
2378,130.99,-83.825,6.7266,-0.92662,0
2379,131,-83.834,6.7947,-0.92441,0
2380,131.01,-83.843,6.8609,-0.92224,1
2381,131.01,-83.852,6.9251,-0.92012,0
2382,131.02,-83.861,6.987,-0.91806,0
2383,131.03,-83.87,7.0463,-0.91606,0
2384,131.04,-83.879,7.103,-0.91412,0
2385,131.04,-83.888,7.1567,-0.91226,0
2386,131.04,-83.895,7.2072,-0.91049,0
2387,131.04,-83.899,7.2545,-0.90879,1
2388,131.05,-83.902,7.2983,-0.90719,0
2389,131.05,-83.905,7.3385,-0.90569,0
2390,131.05,-83.908,7.3749,-0.90429,0
2391,131.06,-83.911,7.4074,-0.90298,0
2392,131.06,-83.914,7.4358,-0.90179,0
2393,131.06,-83.918,7.4602,-0.90071,0
2394,131.06,-83.921,7.4803,-0.89974,0
2395,131.07,-83.924,7.4962,-0.8989,0
2396,131.08,-83.928,7.5078,-0.89817,0
2397,131.08,-83.935,7.5151,-0.89756,0
2398,131.09,-83.942,7.518,-0.89708,0
2399,131.09,-83.949,7.5165,-0.89673,0
2400,131.1,-83.955,7.5107,-0.8965,0
2401,131.1,-83.962,7.5006,-0.89641,0
2402,131.11,-83.969,7.4864,-0.89645,0
2403,131.11,-83.976,7.4679,-0.89662,0
2404,131.12,-83.983,7.4454,-0.89693,0
2405,131.12,-83.99,7.419,-0.89737,0
2406,131.13,-83.997,7.3888,-0.89795,0
2407,131.13,-84.004,7.3549,-0.89866,0
2408,131.14,-84.011,7.3175,-0.89952,0
2409,131.14,-84.017,7.2768,-0.90051,0
2410,131.15,-84.024,7.233,-0.90164,0
2411,131.16,-84.031,7.1862,-0.9029,0
2412,131.16,-84.038,7.1366,-0.90431,0
2413,131.17,-84.046,7.0845,-0.90585,0
2414,131.18,-84.054,7.0301,-0.90752,0
2415,131.18,-84.061,6.9736,-0.90933,0
2416,131.18,-84.069,6.9152,-0.91127,0
2417,131.19,-84.072,6.8553,-0.91334,0
2418,131.19,-84.076,6.7939,-0.91553,0
2419,131.19,-84.079,6.7315,-0.91784,0
2420,131.2,-84.083,6.6681,-0.92027,0
2421,131.2,-84.087,6.604,-0.92281,0
2422,131.2,-84.09,6.5395,-0.92545,0
2423,131.21,-84.094,6.4747,-0.92819,0
2424,131.21,-84.097,6.41,-0.93103,0
2425,131.21,-84.101,6.3454,-0.93395,1
2426,131.21,-84.106,6.2812,-0.93694,0
2427,131.22,-84.11,6.2176,-0.94,0
2428,131.22,-84.115,6.1548,-0.94312,0
2429,131.22,-84.119,6.0929,-0.94629,0
2430,131.22,-84.124,6.032,-0.94949,0
2431,131.23,-84.129,5.9723,-0.95271,0
